frame,time,act,segment,kind,expected,A_zxing,A_opencv,A_zbar,A_pass,B_down540_zxing,B_jpeg40_zxing,B_blur1.5_zxing,B_rot4_zxing,B_persp_zxing,B_gamma0.8_zxing,B_gamma1.25_zxing,B_pass,C_main_zxing,C_main_opencv,C_main_pass,C_xtest_zxing,C_xtest_opencv,C_xtest_pass,C_pass,pred_opencv_block_errors,pred_zxing_block_errors,safety_lifted,safety_grown
843,28.1,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,13,0
844,28.133,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,2,2,14,0
845,28.167,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,2,2,16,0
846,28.2,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,2,2,16,0
847,28.233,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,2,1,17,0
848,28.267,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,18,0
849,28.3,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,2,1,21,0
850,28.333,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,19,0
851,28.367,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,19,0
852,28.4,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,0,19,0
853,28.433,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,0,24,0
854,28.467,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,0,25,0
855,28.5,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,0,25,0
856,28.533,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,25,0
857,28.567,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,1,23,0
858,28.6,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,1,23,0
859,28.633,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,1,22,0
860,28.667,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,21,0
861,28.7,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,21,0
862,28.733,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,19,0
863,28.767,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,2,1,19,0
864,28.8,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,18,0
865,28.833,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,18,0
866,28.867,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,0,14,0
867,28.9,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,12,0
868,28.933,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,9,0
869,28.967,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,7,0
870,29.0,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,8,0
871,29.033,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,6,0
872,29.067,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,7,0
873,29.1,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,7,0
874,29.133,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,7,0
875,29.167,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,8,0
876,29.2,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,8,0
877,29.233,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,8,0
878,29.267,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,8,0
879,29.3,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,8,0
880,29.333,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,8,0
881,29.367,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,8,0
882,29.4,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,2,8,0
883,29.433,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,1,1,5,0
884,29.467,sea,17,word,7/8 - THIS,7/8 - THIS,7/8 - THIS,,True,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,7/8 - THIS,7/8 - THIS,True,True,0,1,4,0
885,29.5,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,0,7,0
886,29.533,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,8,0
887,29.567,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,2,0,10,0
888,29.6,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,2,1,12,0
889,29.633,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,2,1,14,0
890,29.667,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,2,1,17,0
891,29.7,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,17,0
892,29.733,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,17,0
893,29.767,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,17,0
894,29.8,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,16,0
895,29.833,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,16,0
896,29.867,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,16,0
897,29.9,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,17,0
898,29.933,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,18,0
899,29.967,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,18,0
900,30.0,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,18,0
901,30.033,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,16,0
902,30.067,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,21,0
903,30.1,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,19,0
904,30.133,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,21,0
905,30.167,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,20,0
906,30.2,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,17,0
907,30.233,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,1,21,0
908,30.267,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,1,2,24,0
909,30.3,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,24,0
910,30.333,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,0,21,0
911,30.367,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,25,0
912,30.4,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,24,0
913,30.433,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,24,0
914,30.467,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,25,0
915,30.5,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,0,27,0
916,30.533,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,0,29,0
917,30.567,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,0,29,0
918,30.6,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,29,0
919,30.633,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,31,0
920,30.667,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,33,0
921,30.7,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,0,32,0
922,30.733,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,0,33,0
923,30.767,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,33,0
924,30.8,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,32,0
925,30.833,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,26,0
926,30.867,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,26,0
927,30.9,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,26,0
928,30.933,sea,18,word,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,8/8 - FILM,8/8 - FILM,True,True,0,1,26,0
