frame,time,act,segment,kind,expected,A_zxing,A_opencv,A_zbar,A_pass,B_down540_zxing,B_jpeg40_zxing,B_blur1.5_zxing,B_rot4_zxing,B_persp_zxing,B_gamma0.8_zxing,B_gamma1.25_zxing,B_pass,C_main_zxing,C_main_opencv,C_main_pass,C_xtest_zxing,C_xtest_opencv,C_xtest_pass,C_pass,pred_opencv_block_errors,pred_zxing_block_errors,safety_lifted,safety_grown
1365,45.5,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,0,17,0
1366,45.533,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,0,16,0
1367,45.567,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,0,16,0
1368,45.6,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,0,17,0
1369,45.633,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,0,15,0
1370,45.667,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,1,15,0
1371,45.7,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,1,12,0
1372,45.733,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,11,0
1373,45.767,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,1,2,11,0
1374,45.8,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,11,0
1375,45.833,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,11,0
1376,45.867,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,11,0
1377,45.9,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,11,0
1378,45.933,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,11,0
1379,45.967,eye,28,bonus,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,The eye is watching you scan.,The eye is watching you scan.,True,True,2,2,10,0
1380,46.0,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1381,46.033,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1382,46.067,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1383,46.1,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1384,46.133,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1385,46.167,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1386,46.2,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,14,0
1387,46.233,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,16,0
1388,46.267,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,16,0
1389,46.3,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,16,0
1390,46.333,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,18,0
1391,46.367,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,1,22,0
1392,46.4,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,25,0
1393,46.433,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,25,0
1394,46.467,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,0,26,0
1395,46.5,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,27,0
1396,46.533,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,1,27,0
1397,46.567,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,28,0
1398,46.6,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,1,28,0
1399,46.633,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,28,0
1400,46.667,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,29,0
1401,46.7,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,29,0
1402,46.733,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,27,0
1403,46.767,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,0,27,0
1404,46.8,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,1,25,0
1405,46.833,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,0,1,22,0
1406,46.867,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,22,0
1407,46.9,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,22,0
1408,46.933,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,20,0
1409,46.967,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,20,0
1410,47.0,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,19,0
1411,47.033,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,17,0
1412,47.067,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,17,0
1413,47.1,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1414,47.133,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1415,47.167,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1416,47.2,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1417,47.233,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1418,47.267,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1419,47.3,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1420,47.333,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1421,47.367,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1422,47.4,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1423,47.433,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1424,47.467,eye,29,word,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,2/8 - FOUND,2/8 - FOUND,True,True,1,1,15,0
1425,47.5,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,29,0
1426,47.533,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,29,0
1427,47.567,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,34,0
1428,47.6,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,36,0
1429,47.633,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,39,0
1430,47.667,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,40,0
1431,47.7,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,43,0
1432,47.733,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,49,0
1433,47.767,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,50,0
1434,47.8,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,51,0
1435,47.833,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,53,0
1436,47.867,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,55,0
1437,47.9,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,1,54,0
1438,47.933,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,1,54,0
1439,47.967,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,55,0
1440,48.0,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,1,0,51,0
1441,48.033,eye,30,word,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,3/8 - THE,3/8 - THE,True,True,0,0,51,0
